name,starttime,endtime
软件工程的目标和原则,1900-01-01 18:38:00.000,1900-01-01 21:14:00.000
软件与软件工程(2),00:00:00.000,1900-01-01 15:00:00.000
软件过程模型,00:00:00.000,01:22:00.000
瀑布模型,01:22:00.000,09:41:00.000
增量过程模型,09:41:00.000,11:50:00.000
原型建造模型,11:50:00.000,13:36:00.000
螺旋模型,13:36:00.000,16:59:00.000
RUP软件过程,16:59:00.000,20:26:00.000
RUP软件过程框架,20:26:00.000,1900-01-01 06:07:00.000
描述RUP的UML语言机制,1900-01-01 06:07:00.000,1900-01-01 08:18:00.000
UML的用例图、类图、对象图和行为图,1900-01-01 08:18:00.000,1900-01-01 10:19:00.000
一种视图小结,1900-01-01 10:19:00.000,1900-01-01 10:34:00.000
RUP的五个阶段，各阶段的软件制品级RUP的九个工作流、本节课小结,1900-01-01 10:34:00.000,1900-01-01 15:00:00.000
需求工程(1),00:00:00.000,1900-01-01 10:01:00.000
案例分析：软件开发过程中的一副图景,00:00:00.000,05:04:00.000
软件需求的定义、功能需求、质量需求、约束性需求,05:04:00.000,09:31:00.000
软件需求的分类,09:31:00.000,10:23:00.000
课堂练习：判断是否属于需求项，并说明是什么类别的需求项,10:23:00.000,14:17:00.000
软件需求的重要性,14:17:00.000,18:10:00.000
软件需求的质量指标及其他质量要求,18:10:00.000,22:23:00.000
课堂练习：发现软件需求描述的缺陷,22:23:00.000,1900-01-01 06:31:00.000
课堂练习：改进的软件需求描述,1900-01-01 06:31:00.000,1900-01-01 08:45:00.000
总结：软件需求的概念及其重要性,1900-01-01 08:45:00.000,1900-01-01 10:01:00.000
需求工程(2),00:00:00.000,19:42:00.000
自然语言描述软件需求存在的问题,00:00:00.000,01:35:00.000
将文字与图形相结合描述软件需求,01:35:00.000,02:43:00.000
如何描述需求项、非功能需求项、功能需求项,02:43:00.000,07:10:00.000
案例分析：以输入-输出关系描述功能需求项,07:10:00.000,09:05:00.000
输入-输出关系描述方式的缺陷,09:05:00.000,11:49:00.000
引入“用例”以描述功能需求项,11:49:00.000,13:30:00.000
执行者,13:30:00.000,16:18:00.000
案例分析：用例,16:18:00.000,18:01:00.000
两种功能需求描述方式的比较,18:01:00.000,19:05:00.000
总结：软件需求的表示方式,19:05:00.000,19:42:00.000
需求工程(3),00:00:00.000,1900-01-01 15:37:00.000
回顾软件需求的表示方式；并案例分析――用例之间的关系； 讲解用例之间的包含关,00:00:00.000,04:51:00.000
案例分析：利用包含关系简化用例描述,04:51:00.000,06:09:00.000
案例分析：用例之间的其他关系,06:09:00.000,10:15:00.000
如何分离异常处理与正常处理逻辑,10:15:00.000,12:01:00.000
案例分析：程序设计中结构化异常处理示例,12:01:00.000,13:24:00.000
两种改进的描述方案――扩展交互动作的描述方法、进一步分离异常处理与正常处理；以及两种方案的对比,13:24:00.000,20:27:00.000
包含于扩展关系的比较，及小结：软件需求的表示方法,20:27:00.000,22:40:00.000
为什么需要描述执行者与用例之间的关系,22:40:00.000,1900-01-01 02:23:00.000
执行者与用例之间关系的语义、执行者与用例之间关联边的方向,1900-01-01 02:23:00.000,1900-01-01 05:04:00.000
采用有向边的特殊情况,1900-01-01 05:04:00.000,1900-01-01 08:06:00.000
小结：软件需求的表示方法,1900-01-01 08:06:00.000,1900-01-01 09:06:00.000
执行者之间的继承关系,1900-01-01 09:06:00.000,1900-01-01 11:16:00.000
总结：软件需求的表示方法,1900-01-01 11:16:00.000,1900-01-01 13:45:00.000
作业,1900-01-01 13:45:00.000,1900-01-01 15:37:00.000
需求工程(4),00:00:00.000,21:51:00.000
回顾：获取软件需求的必要性及软件需求的表示方式,00:00:00.000,02:45:00.000
如何获取需求,02:45:00.000,04:34:00.000
推荐的需求获取过程模型,04:34:00.000,09:12:00.000
需求获取过程示例、需求获取的方法,09:12:00.000,12:49:00.000
如何确定执行者,12:49:00.000,14:32:00.000
案例分析：确定执行者及执行者的命名问题,14:32:00.000,20:11:00.000
执行者之间的关系、用例之间的关系,20:11:00.000,21:51:00.000
需求工程(5),00:00:00.000,1900-01-01 11:03:00.000
标识用例,00:00:00.000,01:23:00.000
通过需求调查发展用例：用户访谈；用户访谈要领：如何预设问题（1）之问题选择,01:23:00.000,04:19:00.000
开放式、封闭式与半封闭式问题及问题比较,04:19:00.000,11:20:00.000
案例分析：慎设封闭式问题、问题类别的选择,11:20:00.000,14:06:00.000
用户访谈要领：如何预设问题（2）、（3）、（4）、（5）之问题组织、准备、交流技巧,14:06:00.000,19:17:00.000
另一种调查方法：用户调查问卷,19:17:00.000,1900-01-01 02:40:00.000
案例分析：MCS的初步需求,1900-01-01 02:40:00.000,1900-01-01 04:42:00.000
案例分析：MCS的用例图,1900-01-01 04:42:00.000,1900-01-01 11:03:00.000
需求工程(6),00:00:00.000,15:37:00.000
描述用例、创建用例描述、完整的用例描述,00:00:00.000,04:00:00.000
案例分析：用例描述,04:00:00.000,11:24:00.000
用例的触发条件与前置条件,11:24:00.000,11:56:00.000
案例分析：用例描述,11:56:00.000,14:39:00.000
总结：需求获取方法,14:39:00.000,15:37:00.000
需求分析(1),00:00:00.000,1900-01-01 15:14:00.000
提出什么是需求分析、如何获得对软件需求的理解,00:00:00.000,05:56:00.000
如何改进软件需求的质量（通过需求建模）；并提出需求分析的任务,05:56:00.000,09:07:00.000
为何必须分析软件需求、如何展开需求分析、如何展开用例分析,09:07:00.000,16:04:00.000
详细解释“用例中交互动作序列的图形化表示”,16:04:00.000,20:00:00.000
UML顺序图的表示形式（形式1：CmdReceiver―类的典型对象；形式2：cmdReceiver―对象名及其类名）,20:00:00.000,23:55:00.000
UML顺序图示例以及十个顺序图中对象的表示形式，顺序图中消息的语法解释,23:55:00.000,1900-01-01 14:56:00.000
如何展开用例分析（用例的图形化表示―UML顺序图、如何将用例表示为顺序图,1900-01-01 14:56:00.000,1900-01-01 15:15:00.000
需求分析(2),00:00:00.000,1900-01-02 11:11:00.000
如何基于用例描述创建顺序图并将该思路表示为顺序图；详细介绍边界类的职责（界面控制、外部接口、环境隔离（为什么隔离―提高可修改性、可移植性））,00:00:00.000,06:54:00.000
详细介绍控制类的职责,06:54:00.000,12:17:00.000
控制类如何完成任务（简单任务-控制类对象独立完成；复杂任务-寻求辅助类、实体类、其他控制类帮助）,12:17:00.000,16:23:00.000
什么是辅助类（辅助控制类完成子任务的类）,16:23:00.000,18:53:00.000
什么是实体类（负责保存目标软件系统中具有持久意义的信息项，并向其他类提供信息访问的操作，如”Path”）,18:53:00.000,1900-01-01 00:43:00.000
实体类的特征（内敛,1900-01-01 00:43:00.000,1900-01-01 02:18:00.000
小结：表示用例的顺序图的样板,1900-01-01 02:18:00.000,1900-01-01 04:28:00.000
如何展开用例分析（标识分析类->基于样板构造用例的顺序图表示… ），回到月球车控制仿真问题(MCS）,1900-01-01 04:28:00.000,1900-01-01 05:38:00.000
MCS的用例图之“移动到指定位置”用例图及顺序图表示（共3步）,1900-01-01 05:38:00.000,1900-01-01 16:50:00.000
MCS的用例图之“允许暂停”用例图及顺序图表示（共2步）,1900-01-01 16:50:00.000,1900-01-02 01:07:00.000
必须相应地修改“移动至指定位置”,1900-01-02 01:07:00.000,1900-01-02 02:23:00.000
MCS的用例图（2）――“移动至指定位置（避障）用例”及顺序图表示、以及障碍识别软件如何发现障碍,1900-01-02 02:23:00.000,1900-01-02 05:31:00.000
再次精比“移动指定位置（顺序图1）”；案例分析小结（共3个）――以上案件诠释的展开,1900-01-02 05:31:00.000,1900-01-02 11:11:00.000
需求分析(3),00:00:00.000,1900-01-01 08:12:00.000
回顾前2节，介绍同一分析类分散在不同的顺序图之中，并提出问题“能否将分布在各顺序图中的类及其职责汇总起来，进行研究和分析？”,00:00:00.000,04:15:00.000
这种全局模型应该如何表示？――职责、关系、两个类对象之间如何传递；UML类图示例；UML类图示例之类的属性,04:15:00.000,08:21:00.000
UML类图示例之类的节点、有向边，以及最重要的类间关系（继承、聚合与关联,08:21:00.000,17:17:00.000
两种聚合关系（共享聚合、组合关系），它们的不同表示符号,17:17:00.000,22:23:00.000
详细介绍关联关系（既非继承，也非聚合）；并说明关联关系的方向,22:23:00.000,1900-01-01 03:04:00.000
 聚合与关联的比较（整体与部件、方向）、聚合关系的方向的语义,1900-01-01 03:04:00.000,1900-01-01 06:10:00.000
UML类图总结(属性、结点、边)，回归原先的问题：如何从顺序图出发，推导出类图,1900-01-01 06:10:00.000,1900-01-01 08:12:00.000
需求分析(4),00:00:00.000,1900-01-01 19:55:00.000
回顾上节如何展开用例分析,00:00:00.000,01:32:00.000
从顺序图推导类图的基本方法人、分析类的职责与消息不必完全一一对应；对比方案1、2两种方案，孰优孰劣；综合多张顺序图，可以分析模型中各模型图间一致性、从全局出发研究,01:32:00.000,10:13:00.000
MCS案例分析――从消息推导分析类的职责（步骤1,10:13:00.000,15:24:00.000
如何处理边界类与外部执行者之间的消息传递、从顺序图推导类图的基本方法（2）――“消息传递通道”、关联、聚合与组合关系；并解释“如何判断关系是聚合还是组合”,15:24:00.000,19:52:00.000
举例说明如何确定关联关系之上的数量对应,19:52:00.000,22:52:00.000
MSC案例分析――从消息推导分析类间的关系（步骤1、2、3）,22:52:00.000,1900-01-01 02:11:00.000
MSC安全分析――目前获得的分析类图（提出仍存在的待解问题）；从消息推导分析类间关系：复用现存的“路径”,1900-01-01 02:11:00.000,1900-01-01 08:40:00.000
小结：从顺序图推导类图的基本方法（2）；并提出如何精化分析类图，指出另一种可能的精化方案,1900-01-01 08:40:00.000,1900-01-01 12:12:00.000
如果两个分析类具有相似的职责，或者两项职责具有公共的子职责，该如何做；利用继承关系提取公共职责,1900-01-01 12:12:00.000,1900-01-01 15:56:00.000
总结：从顺序图推导类图的基本方法；总结如何展开用例分析；总结如何展开需求分析,1900-01-01 15:56:00.000,1900-01-01 19:55:00.000
需求分析(5),00:00:00.000,1900-01-01 19:20:00.000
回顾如何展开用例分析，再次回顾MCS问题，提出MCS的用例模型,00:00:00.000,03:14:00.000
目前已获得的成果（移动至指定位置、移动至指定位置（避障））,03:14:00.000,05:07:00.000
详细介绍Cls-01,05:07:00.000,07:13:00.000
案例分析：MCS需求分析（步骤1：基于Seq-02和Seq-03继续构建Cls-01）,07:13:00.000,17:28:00.000
步骤2：基于“执行控制脚本”用例描述创建顺序图，进一步构建Cls-01；给出“执行控制脚本”用例的描述――基本动作序列\扩展动作序列；创建“执行控制脚本”用例顺序图Seq-04,17:28:00.000,1900-01-01 01:48:00.000
创建“移动并照相”用例的顺序图Seq-05、创建“移动并采样”用例的顺序图Seq-06、“执行控制脚本”用例的描述――扩展动作序列，创建“执行控制脚本”用例的顺序 图 Seq-07,1900-01-01 01:48:00.000,1900-01-01 07:21:00.000
基于Seq-04构建Cls-01; 基于Seq-05构建Cls-01；基于Seq-06构建Cls-01;Seq-07构建Cls-01,1900-01-01 07:21:00.000,1900-01-01 15:06:00.000
基于Seq-04~07构建Cls-01：成果，得到类图,1900-01-01 15:06:00.000,1900-01-01 17:47:00.000
总结：MCS需求分析,1900-01-01 17:47:00.000,1900-01-01 19:20:00.000
需求分析(6),00:00:00.000,1900-01-01 14:40:00.000
概括步骤3：基于“创建漫游环境”、“观察漫游过程”用例描述创建顺序图，继续构建类图,00:00:00.000,02:18:00.000
"创建“创建漫游环境”用例的顺序图（第1步,Seq-08）,并基于Seq-08构建Cls-02",02:18:00.000,12:24:00.000
创建“创建漫游环境”用例的顺序图（第2步，Seq-09），并继续前进，“观察漫游过程”用例的描述（用例名、执行者，基本动作序列）,12:24:00.000,18:12:00.000
创建“观察漫游过程”用例的顺序图（第1步，Seq-10）；第2步，思考：给边界类“PanoramaCamera”赋予“getNextRoveImage”的职责合理吗?基于思考，改造Seq-10(引入实体类“RoveImageWarehouse”后，相应地修改Seq-10以确保一致性),18:12:00.000,1900-01-01 01:33:00.000
再次审视“漫游过程”用例的顺序图（第3步，Seq-10）,1900-01-01 01:33:00.000,1900-01-01 04:17:00.000
总结，需要分析的箴言（不断精化、基于理解和质疑反思其合理正确性；在需求建模过程中不断比对，发现漏洞并纠正不一致性）,1900-01-01 04:17:00.000,1900-01-01 06:43:00.000
基于Seq-10构建Cls-02,1900-01-01 06:43:00.000,1900-01-01 08:30:00.000
"合并“创建漫游环境”和“观察漫游过程”用例的顺序图导出的类图（Cls-02）；合并Cls-01与Cls-02,得出MCS系统全局的类图",1900-01-01 08:30:00.000,1900-01-01 11:39:00.000
针对大型软件问题，如何创建、呈现、阅读类图,1900-01-01 11:39:00.000,1900-01-01 14:40:00.000
软件实现、完美编程的观念、完美编程的规则与编程实践、发现软件实现代码中的缺陷、以高质量的程序代码实现软件设计模型,00:00:00.000,1900-01-01 05:16:00.000
软件实现的概念,00:00:00.000,02:13:00.000
完美编程的观念――观念（1）：破除思维定式，不断学习、不断改进,02:13:00.000,05:47:00.000
完美编程的观念――观念（1）：破除思维定式，不断学习、不断改进,05:47:00.000,07:51:00.000
完美编程的观念――观念（3）：优秀程序员的基本素质,07:51:00.000,10:32:00.000
完美编程的观念――观念（4）：程序文本中的所有字符对软件质量都有影响，不可懈怠,10:32:00.000,13:13:00.000
完美编程的观念――观念（5）：异常处理代码的重要性并不逊于正常处理的逻辑,13:13:00.000,16:12:00.000
完美编程的观念――观念（6）：程序简单性,16:12:00.000,21:10:00.000
完美编程的观念――观念（7）：尽可能追求程序的时空效率,21:10:00.000,23:30:00.000
完美编程的观念――观念（8）：面向对象的程序设计思维,23:30:00.000,1900-01-01 01:40:00.000
完美编程的观念――观念（9）：仅熟悉语言并不能完成高质量的程序设计,1900-01-01 01:40:00.000,1900-01-01 05:16:00.000
软件实现、完美编程的观念、完美编程的规则与编程实践、发现软件实现代码中的缺陷、以高质量的程序代码实现软件设计模型(1),00:00:00.000,1900-01-01 08:27:00.000
样例程序分析、对样例程序进行初步改造,00:00:00.000,07:44:00.000
高质量程序代码的特征,07:44:00.000,08:28:00.000
简单易行的编程规则,08:28:00.000,18:13:00.000
关于程序注解的规则、文件头注解、方法头注解的主要内容,18:13:00.000,23:34:00.000
语句块注解示例、变量声明注解,23:34:00.000,1900-01-01 01:59:00.000
命名规则――文件命名与类命名规则、变量命名规则、常数命名规则,1900-01-01 01:59:00.000,1900-01-01 08:27:00.000
软件实现、完美编程的观念、完美编程的规则与编程实践、发现软件实现代码中的缺陷、以高质量的程序代码实现软件设计模型(2),00:00:00.000,1900-01-01 10:27:00.000
关于构造与析构方法的规则,00:00:00.000,03:33:00.000
关于public方法的规则,03:33:00.000,07:53:00.000
关于结构化异常处理,07:53:00.000,17:02:00.000
资源分配与释放的对称原则,17:02:00.000,1900-01-01 02:23:00.000
关于报错机制的规则,1900-01-01 02:23:00.000,1900-01-01 04:41:00.000
有助于扩充性、修改性的简单规则,1900-01-01 04:41:00.000,1900-01-01 06:32:00.000
尽量缩小软件元素的作用范围,1900-01-01 06:32:00.000,1900-01-01 10:27:00.000
软件测试(1),00:00:00.000,1900-01-01 22:11:00.000
课程内容概要,00:00:00.000,04:00:00.000
软件质量造成的软件危机,04:00:00.000,16:57:00.000
软件测试的需求背景,16:57:00.000,1900-01-01 00:17:00.000
软件测试的定义与准备工作,1900-01-01 00:17:00.000,1900-01-01 10:06:00.000
测试用例,1900-01-01 10:06:00.000,1900-01-01 18:13:00.000
软件测试的流程,1900-01-01 18:13:00.000,1900-01-01 22:11:00.000
软件测试(2),00:00:00.000,1900-01-01 23:17:00.000
测试追求的目标,00:00:00.000,06:16:00.000
软件测试方法,06:16:00.000,09:03:00.000
黑盒测试的原理,09:03:00.000,10:54:00.000
如何为黑盒测试设计用例,10:54:00.000,18:01:00.000
黑盒测试方法――等价分类法,18:01:00.000,1900-01-01 03:14:00.000
案例：课程注册功能的测试用例,1900-01-01 03:14:00.000,1900-01-01 04:54:00.000
黑盒测试方法――边界值分析法,1900-01-01 04:54:00.000,1900-01-01 08:56:00.000
白盒测试的原理,1900-01-01 08:56:00.000,1900-01-01 10:27:00.000
如何为白盒测试设计用例（上）,1900-01-01 10:27:00.000,1900-01-01 23:17:00.000
软件测试(3),00:00:00.000,1900-01-01 23:48:00.000
如何为白盒测试设计用例（下）,00:00:00.000,13:10:00.000
软件非功能性测试的重要性,13:10:00.000,15:35:00.000
软件非功能性测试的内容（上）,15:35:00.000,1900-01-01 01:26:00.000
软件非功能性测试的内容（中）,1900-01-01 01:26:00.000,1900-01-01 09:04:00.000
软件非功能性测试的内容（下）,1900-01-01 09:04:00.000,1900-01-01 19:28:00.000
软件过程的V模型（上）,1900-01-01 19:28:00.000,1900-01-01 23:48:00.000
软件测试(4),00:00:00.000,1900-01-02 02:32:00.000
软件过程的V模型（下）,00:00:00.000,09:22:00.000
面向对象软件测试,09:22:00.000,20:56:00.000
软件调试,20:56:00.000,1900-01-01 05:27:00.000
软件测试管理（上）,1900-01-01 05:27:00.000,1900-01-01 14:08:00.000
软件测试管理（下）,1900-01-01 14:08:00.000,1900-01-01 22:22:00.000
小结,1900-01-01 22:22:00.000,1900-01-02 02:32:00.000
软件维护,00:00:00.000,1900-01-01 19:28:00.000
课程内容概要,00:00:00.000,03:12:00.000
软件维护的概念和分类,03:12:00.000,13:05:00.000
软件维护的过程和活动（上）,13:05:00.000,20:36:00.000
软件维护的过程和活动（下）,20:36:00.000,1900-01-01 04:19:00.000
软件的可维护性以及维护的副作用,1900-01-01 04:19:00.000,1900-01-01 14:55:00.000
逆向工程和软件重构,1900-01-01 14:55:00.000,1900-01-01 17:29:00.000
小结,1900-01-01 17:29:00.000,1900-01-01 19:28:00.000
软件项目管理,00:00:00.000,1900-01-01 23:07:00.000
项目案例――MCS案例（项目要求等）,00:00:00.000,04:05:00.000
如何着手开展工作、能否及如何保证规定约束内完工、如何保证质量、不会失控等,04:05:00.000,05:41:00.000
何为项目（定义项目并示例），列出项目的特点、项目成功的制约因素、软件项目的特点、示例、任务和实施的方法，以及及所涉及的对象,05:41:00.000,15:21:00.000
管理在项目工程化中的重要性、项目管理的内容，以及过程管理,15:21:00.000,20:15:00.000
软件过程定义，软件过程定义示例-MCS项目,20:15:00.000,23:43:00.000
 软件度量（过程、产品、资源的属性的定量描述），软件度量示例-MCS项目,23:43:00.000,1900-01-01 03:35:00.000
软件项目计划示例-MCS项目；软件项目跟踪示例-MCS项目,1900-01-01 03:35:00.000,1900-01-01 10:27:00.000
风险管理示例-MCS项目,1900-01-01 10:27:00.000,1900-01-01 14:07:00.000
软件开发团队示例-MCS项目；纪律和激励机制示例-MCS项目,1900-01-01 14:07:00.000,1900-01-01 17:22:00.000
软件需求管理示例-MCS项目、质量保证示例-MCS项目、软件配置管理示例-MCS项目,1900-01-01 17:22:00.000,1900-01-01 21:32:00.000
本讲小节（软件项目的实施需要有效管理，并提出3个思考题）,1900-01-01 21:32:00.000,1900-01-01 23:07:00.000
软件工程概述及相关模型（1）,00:00:00.000,1900-01-01 16:08:00.000
教学资源说明,00:00:00.000,01:33:00.000
课程学习介绍,01:33:00.000,10:26:00.000
参考书介绍及课程打分规则,10:26:00.000,18:15:00.000
课程大作业说明,18:15:00.000,1900-01-01 16:08:00.000
软件工程概述及相关模型（2）,00:00:00.000,1900-01-01 21:39:00.000
软件工程的发展历史,00:00:00.000,02:40:00.000
软件危机的诞生,02:40:00.000,06:33:00.000
软件工程发展现状及存在问题,06:33:00.000,11:55:00.000
案例――软件开发的时间问题,11:55:00.000,19:13:00.000
案例――软件开发需求变动问题,19:13:00.000,1900-01-01 03:17:00.000
案例――软件开发需求改进问题,1900-01-01 03:17:00.000,1900-01-01 09:11:00.000
软件的定义,1900-01-01 09:11:00.000,1900-01-01 14:14:00.000
软件工程面临的挑战,1900-01-01 14:14:00.000,1900-01-01 21:39:00.000
软件工程概述及相关模型(3),00:00:00.000,1900-01-01 21:06:00.000
软件工程是一种层次化技术,00:00:00.000,10:11:00.000
过程框架的基本内容,10:11:00.000,16:53:00.000
建立过程框架的步骤,16:53:00.000,22:57:00.000
能力成熟度集成模型（CMMI）,22:57:00.000,1900-01-01 11:04:00.000
过程模式,1900-01-01 11:04:00.000,1900-01-01 16:13:00.000
过程评估,1900-01-01 16:13:00.000,1900-01-01 17:47:00.000
个人管理模型简介,1900-01-01 17:47:00.000,1900-01-01 21:06:00.000
软件工程概述及相关模型(4),00:00:00.000,1900-01-02 10:37:00.000
惯例过程模型,00:00:00.000,03:08:00.000
瀑布模型,03:08:00.000,14:02:00.000
增量模型,14:02:00.000,1900-01-01 06:44:00.000
演化过程模型,1900-01-01 06:44:00.000,1900-01-01 18:42:00.000
统一过程,1900-01-01 18:42:00.000,1900-01-02 10:37:00.000
软件工程概述及相关模型(5),00:00:00.000,1900-01-01 23:39:00.000
个人管理模型,00:00:00.000,03:59:00.000
团队管理模型,03:59:00.000,05:34:00.000
惯例过程模型,05:34:00.000,15:43:00.000
瀑布模型,15:43:00.000,20:03:00.000
增量模型,20:03:00.000,23:10:00.000
RAD模型,23:10:00.000,1900-01-01 10:23:00.000
演化过程模型,1900-01-01 10:23:00.000,1900-01-01 13:50:00.000
螺旋模型,1900-01-01 13:50:00.000,1900-01-01 16:13:00.000
并行开发模型,1900-01-01 16:13:00.000,1900-01-01 18:11:00.000
其他演化过程模型,1900-01-01 18:11:00.000,1900-01-01 20:39:00.000
统一过程模型,1900-01-01 20:39:00.000,1900-01-01 23:39:00.000
软件需求工程(1),00:00:00.000,1900-01-01 07:50:00.000
实践的本质,00:00:00.000,01:47:00.000
核心原则,01:47:00.000,15:17:00.000
软件工程实践,15:17:00.000,15:41:00.000
系统工程的层次,15:41:00.000,18:22:00.000
业务流程工程,18:22:00.000,20:17:00.000
产品工程,20:17:00.000,20:50:00.000
系统模板,1900-01-01 01:59:00.000,1900-01-01 01:59:00.000
UML简介,1900-01-01 01:59:00.000,1900-01-01 07:50:00.000
软件需求工程(2),00:00:00.000,1900-01-01 19:23:00.000
需求工程的重要性,00:00:00.000,07:05:00.000
需求获取的常见问题,07:05:00.000,14:46:00.000
需求工程的主要内容,14:46:00.000,1900-01-01 00:45:00.000
需求工程的起始任务,1900-01-01 00:45:00.000,1900-01-01 09:26:00.000
需求工程的导出需求过程,1900-01-01 09:26:00.000,1900-01-01 19:23:00.000
软件需求工程(3),00:00:00.000,1900-01-01 04:00:00.000
导出需求需要展开会议,00:00:00.000,06:24:00.000
质量功能展开,06:24:00.000,09:57:00.000
用户脚本及引导产品,09:57:00.000,11:42:00.000
需求工程的开发用例,11:42:00.000,15:02:00.000
建立分析模型,15:02:00.000,16:27:00.000
谈判要求及谈判的艺术,16:27:00.000,1900-01-01 03:41:00.000
